group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.011048450669502892,0.006819091342798437,0.009379226508533393,0.8188155026210233,0.11,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
planner_usage_group,not_planner_used,452,0.01098855308074626,0.006907037418218624,0.009292646224366794,0.8183821450606803,0.0,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
planner_usage_group,planner_used,48,0.011612486296961171,0.006139783983693538,0.01007307063545927,0.8228962863142546,1.1458333333333333,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
support_group,high_support,241,0.00910462840906695,0.005922107432993609,0.00873081094277701,0.8434343043588356,0.13278008298755187,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
support_group,low_support,259,0.01285718103539116,0.00823227739156395,0.012978816483633823,0.7959076600773447,0.0888030888030888,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
bottleneck_group,high_bottleneck,240,0.011868924927486051,0.007299097191125989,0.00979055916702825,0.8087809585845278,0.0875,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
bottleneck_group,low_bottleneck,260,0.010291089815979973,0.0063272642162654595,0.00901865431322466,0.8280781586547116,0.13076923076923078,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
horizon_group,long_horizon,54,0.012551763813056203,0.007144306720213288,0.009214895054171285,0.8010957923305578,0.037037037037037035,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
horizon_group,short_horizon,446,0.010866435176785675,0.006713619464287712,0.009390002628667916,0.8209609383961021,0.11883408071748879,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
compatibility_group,unknown,500,0.011048450669502892,0.006819091342798437,0.009379226508533393,0.8188155026210233,0.11,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
repair_reason,low_compatibility_junction,500,0.011048450669502892,0.006819091342798437,0.009379226508533393,0.8188155026210233,0.11,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0
all_repair_edges,all_repair_edges,500,0.011298806177335446,0.007032606462864122,0.00960501981282825,0.8150779017638101,0.11,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,1
planner_usage_group,not_planner_used,452,0.011355551525149358,0.006989353124806254,0.009583173479019987,0.8143443572145963,0.0,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,1
planner_usage_group,planner_used,48,0.010764454152087799,0.00730094016419295,0.009784225695182905,0.8219854462689075,1.1458333333333333,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,1
support_group,high_support,241,0.009329187704077493,0.006059775664503072,0.008960609142831621,0.8396813842715732,0.13278008298755187,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,1
support_group,low_support,259,0.013131539969054237,0.008533888554666191,0.01317519822063822,0.792184313793266,0.0888030888030888,scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,1
