time_sec,run_id,env,seed,variant,stage,report_file,baseline_graph_role,phase,event,gate,evidence_class,embeddings_path,graph_path,boundary_path,boundary_loaded,reachability_path,reachability_loaded,embeddings_shape,graph_nodes,graph_edges,dataset_realigned_local_npz,dataset_realign_reason,dataset_size_before_realign,dataset_size_after_realign,dataset_size,num_trajectories,obs_dim,action_dim,traj_len_mean,traj_len_p10,traj_len_p90,base_graph_nodes,base_graph_edges,seed_for_audit,graph_id,num_nodes,num_edges,protected_nodes,endpoint_exact_retention_rate,cross_edge_rate,temporal_supported_edge_rate,unsupported_shortcut_edge_rate,support_count_positive_rate,support_score_mean,support_score_p50,support_score_p90,support_risk_mean,edge_type_TEMPORAL_BACKBONE_count,edge_type_TEMPORAL_BACKBONE_rate,edge_type_PROJECTED_TEMPORAL_SUPPORT_count,edge_type_PROJECTED_TEMPORAL_SUPPORT_rate,edge_type_SUPPORTED_CROSS_BRIDGE_count,edge_type_SUPPORTED_CROSS_BRIDGE_rate,edge_type_CROSS_TRAJ_CANDIDATE_count,edge_type_CROSS_TRAJ_CANDIDATE_rate,edge_type_UNSUPPORTED_SHORTCUT_count,edge_type_UNSUPPORTED_SHORTCUT_rate,base_nodes,endpoint_candidates,trajectory_anchor_candidates,projection_change_candidates,bottleneck_candidates,protected_candidates,stage29_nodes,projected_support_segments,projected_support_edges,unsupported_shortcut_edges,edge_type,count,rate,num_pairs,num_future_pairs,num_cross_pairs,planner_id,pair_id,pair_type,start_index,goal_index,true_dt,data_supported,start_node,goal_node,unsupported_edges,support_risk,cross_support_risk,found,num_subgoals,total_cost,total_risk,total_boundary,exec_cost,exec_budget,objective,path_cross_edge_rate,path_temporal_kind_rate,path_bridge_kind_rate,path_largest_edge_cost_ratio,path_min_p_exec,path_mean_p_exec,path_mean_risk,failure_label,path_temporal_backbone_rate,path_projected_support_rate,path_supported_bridge_rate,path_candidate_rate,path_unsupported_shortcut_rate,path_min_support_score,path_mean_support_score
1780358112.3965485,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r1,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.75,0.75,1,2,3.137312889099121,0.4970140755176544,0.0,0.75,1.0,3.1373128592967987,1.0,,,0.4350263214610645,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.0,0.0,1.0,0.0,0.0,0.6929616928100586,0.8565986752510071
1780358112.397473,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r2,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.75,0.75,1,2,3.137312889099121,0.4970140755176544,0.0,0.75,2.0,3.1373128592967987,1.0,,,0.4350263214610645,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.0,0.0,1.0,0.0,0.0,0.6929616928100586,0.8565986752510071
1780358112.3983824,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r0,1,future_same_traj,62913,62995,82,1,5730,10669,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358112.3992817,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r0.5,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.5,0.5,1,3,4.07958984375,1.0946393013000488,0.0,0.5,0.5,4.079589754343033,0.5,,,0.6112071504712747,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.25,0.25,0.5,0.0,0.0,0.20391696691513062,0.5818647742271423
1780358112.4002032,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r1,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.75,0.75,1,2,3.137312889099121,0.4970140755176544,0.0,0.75,1.0,3.1373128592967987,1.0,,,0.4350263214610645,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.0,0.0,1.0,0.0,0.0,0.6929616928100586,0.8565986752510071
1780358112.401106,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r2,1,future_same_traj,62913,62995,82,1,5730,10669,1,2.0,2.0,1,3,2.743330240249634,0.27022165060043335,0.0,2.0,2.0,2.743330091238022,1.0,,,0.3629640161646241,,,,BASE_USES_CROSS_TRAJ_SHORTCUT_FOR_SUPPORTED_PAIR,0.0,0.0,0.75,0.0,0.25,0.0,0.6877862215042114
1780358112.4020252,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r0,1,future_same_traj,62913,62995,82,1,5730,10669,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358112.4029455,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r0.5,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.5,0.5,1,3,4.07958984375,1.0946393013000488,0.0,0.5,0.5,4.079589754343033,0.5,,,0.6112071504712747,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.25,0.25,0.5,0.0,0.0,0.20391696691513062,0.5818647742271423
1780358112.4038548,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r1,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.75,0.75,1,2,3.137312889099121,0.4970140755176544,0.0,0.75,1.0,3.1373128592967987,1.0,,,0.4350263214610645,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.0,0.0,1.0,0.0,0.0,0.6929616928100586,0.8565986752510071
1780358112.4047735,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r2,1,future_same_traj,62913,62995,82,1,5730,10669,1,2.0,2.0,1,3,2.743330240249634,0.27022165060043335,0.0,2.0,2.0,2.743330091238022,1.0,,,0.3629640161646241,,,,BASE_USES_CROSS_TRAJ_SHORTCUT_FOR_SUPPORTED_PAIR,0.0,0.0,0.75,0.0,0.25,0.0,0.6877862215042114
1780358112.4057114,seed44_gas_cache,antmaze-giant-stitch-v0,44,reachability,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,base_cached,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,base_cached_path_probe,,,,,,,,,,,,,,,,,,,,,,,,base_cached,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_reachability,2,future_same_traj,833105,833195,90,1,293,794,0,nan,nan,1,0,0.7234919667243958,0.0,0.0,0.0,nan,0.7234919667243958,1.0,0.0,0.0,1.0,1.0,1.0,0.0,BASE_USES_CROSS_TRAJ_SHORTCUT_FOR_SUPPORTED_PAIR,,,,,,,
1780358112.4067328,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,nan,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4077144,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_failure_taxonomy_proxy,stage29_default,PASS_STAGE29_FAILURE_TAXONOMY_DELTA,failure_taxonomy_proxy,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,nan,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4086833,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r0,2,future_same_traj,833105,833195,90,1,10606,11803,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358112.4096346,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r0.5,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,0.5,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4106023,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r1,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,1.0,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4116578,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r2,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,2.0,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4127774,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r0,2,future_same_traj,833105,833195,90,1,10606,11803,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358112.4137864,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r0.5,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,0.5,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.414876,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r1,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,1.0,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4159853,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r2,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,2.0,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4171064,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r0,2,future_same_traj,833105,833195,90,1,10606,11803,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358112.4181082,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r0.5,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,0.5,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4190922,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r1,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,1.0,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4200983,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r2,2,future_same_traj,833105,833195,90,1,10606,11803,0,0.25,0.25,1,1,1.5226387977600098,0.366780549287796,0.0,0.25,2.0,1.5226388573646545,0.5,,,0.623584141951425,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.5,0.0,0.5,0.0,0.0,0.0,0.3464808464050293
1780358112.4210951,seed44_gas_cache,antmaze-giant-stitch-v0,44,reachability,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,base_cached,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,base_cached_path_probe,,,,,,,,,,,,,,,,,,,,,,,,base_cached,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_reachability,3,future_same_traj,25318,25398,80,1,419,404,0,nan,nan,1,0,0.7446523904800415,0.0,0.0,0.0,nan,0.7446523904800415,1.0,0.0,0.0,1.0,1.0,1.0,0.0,BASE_USES_CROSS_TRAJ_SHORTCUT_FOR_SUPPORTED_PAIR,,,,,,,
1780358112.422111,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,3,future_same_traj,25318,25398,80,1,2182,5311,0,0.5,0.5,1,1,1.6031839847564697,0.1622985452413559,0.0,0.5,nan,1.603183925151825,1.0,,,0.526839162962779,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.0,0.0,1.0,0.0,0.0,0.8870469331741333,0.9227468967437744
1780358112.4230678,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_failure_taxonomy_proxy,stage29_default,PASS_STAGE29_FAILURE_TAXONOMY_DELTA,failure_taxonomy_proxy,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,3,future_same_traj,25318,25398,80,1,2182,5311,0,0.5,0.5,1,1,1.6031839847564697,0.1622985452413559,0.0,0.5,nan,1.603183925151825,1.0,,,0.526839162962779,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.0,0.0,1.0,0.0,0.0,0.8870469331741333,0.9227468967437744
1780358112.4240832,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max24/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r0,3,future_same_traj,25318,25398,80,1,2182,5311,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
